id,price
1821,15026
1822,717
1823,4098
1824,1192
1825,6125
1826,1720
1827,794
1828,1111
1829,17521
1830,7059
1831,1931
1832,465
1833,4503
1834,12618
1835,7677
1836,4535
1837,579
1838,4501
1839,7162
1840,779
1841,7054
1842,878
1843,4013
1844,5569
1845,2201
1846,1343
1847,16657
1848,5197
1849,814
1850,16575
1851,1717
1852,4785
1853,1094
1854,1852
1855,1102
1856,6500
1857,992
1858,891
1859,4880
1860,1429
1861,1684
1862,2041
1863,5522
1864,2142
1865,4654
1866,988
1867,4918
1868,4936
1869,1914
1870,1630
1871,3148
1872,1780
1873,599
1874,551
1875,7289
1876,5804
1877,2131
1878,436
1879,737
1880,6749
1881,4649
1882,13720
1883,4316
1884,5950
1885,1349
1886,3925
1887,3580
1888,2333
1889,3125
1890,988
1891,1779
1892,1819
1893,7366
1894,5088
1895,7424
1896,13824
1897,1605
1898,14383
1899,799
1900,5638
1901,1436
1902,1354
1903,2036
1904,4661
1905,3312
1906,597
1907,7742
1908,600
1909,9930
1910,5510
1911,13796
1912,7508
1913,2559
1914,1554
1915,1985
1916,526
1917,5305
1918,10471
1919,8385
1920,4133
1921,5038
1922,5846
1923,3246
1924,1147
1925,7274
1926,1914
1927,11804
1928,1554
1929,14375
1930,7366
1931,8919
1932,939
1933,9946
1934,7781
1935,9292
1936,1442
1937,3528
1938,855
1939,3615
1940,1736
1941,10112
1942,7848
1943,7665
1944,14813
1945,1608
1946,4912
1947,3002
1948,435
1949,3401
1950,1082
1951,5356
1952,672
1953,9218
1954,6139
1955,680
1956,1061
1957,2059
1958,2994
1959,1415
1960,4229
1961,7980
1962,11154
1963,627
1964,692
1965,1238
1966,2401
1967,646
1968,348
1969,1333
1970,3737
1971,2032
1972,1815
1973,4570
1974,683
1975,3945
1976,1707
1977,8223
1978,675
1979,10378
1980,2057
1981,12607
1982,2062
1983,577
1984,4149
1985,6588
1986,6290
1987,419
1988,1935
1989,3036
1990,819
1991,4702
1992,491
1993,789
1994,817
1995,3465
1996,3710
1997,3514
1998,6530
1999,1438
2000,895
2001,577
2002,666
2003,684
2004,539
2005,5207
2006,4793
2007,698
2008,4933
2009,1338
2010,396
2011,4639
2012,827
2013,4759
2014,11202
2015,432
2016,4974
2017,4054
2018,571
2019,4229
2020,776
2021,3878
2022,17179
2023,9069
2024,4355
2025,886
2026,1016
2027,1662
2028,8877
2029,2909
2030,792
2031,5366
2032,5906
2033,7806
2034,7819
2035,11531
2036,16879
2037,1064
2038,2321
2039,2099
2040,1050
2041,1178
2042,15134
2043,7729
2044,776
2045,11011
2046,547
2047,15756
2048,5690
2049,5132
2050,2487
2051,6207
2052,773
2053,3709
2054,4291
2055,936
2056,507
2057,2353
2058,16253
2059,681
2060,1326
2061,5609
2062,15897
2063,3238
2064,7589
2065,450
2066,8879
2067,1385
2068,5204
2069,1295
2070,1631
2071,1963
2072,5929
2073,9939
2074,1040
2075,3768
2076,7602
2077,1577
2078,4054
2079,1163
2080,6897
2081,655
2082,6220
2083,1052
2084,2536
2085,3538
2086,1799
2087,2135
2088,651
2089,717
2090,1428
2091,3526
2092,7096
2093,756
2094,5534
2095,7799
2096,1230
2097,7055
2098,6881
2099,628
2100,720
2101,13453
2102,4880
2103,694
2104,6255
2105,984
2106,2528
2107,2086
2108,17634
2109,1142
2110,6597
2111,2307
2112,547
2113,1607
2114,9900
2115,1637
2116,5125
2117,2866
2118,6288
2119,2644
2120,5208
2121,1448
2122,605
2123,562
2124,7037
2125,658
2126,878
2127,9104
2128,961
2129,2738
2130,642
2131,4685
2132,814
2133,1143
2134,1806
2135,4839
2136,877
2137,1806
2138,2729
2139,1431
2140,12437
2141,1821
2142,7392
2143,958
2144,1571
2145,1138
2146,4189
2147,1547
2148,665
2149,704
2150,2933
2151,1426
2152,570
2153,2732
2154,574
2155,658
2156,544
2157,11416
2158,7654
2159,1238
2160,844
2161,5152
2162,3926
2163,4114
2164,4414
2165,9918
2166,6969
2167,5613
2168,492
2169,7111
2170,1051
2171,7980
2172,7525
2173,2498
2174,7611
2175,9705
2176,1751
2177,7715
2178,591
2179,982
2180,2998
2181,12308
2182,1374
2183,1131
2184,589
2185,2515
2186,1569
2187,751
2188,7219
2189,421
2190,3838
2191,13574
2192,1356
2193,4155
2194,2321
2195,632
2196,4884
2197,533
2198,882
2199,8527
2200,1993
2201,1274
2202,339
2203,4276
2204,854
2205,1689
2206,368
2207,4717
2208,723
2209,3252
2210,3392
2211,1352
2212,2482
2213,7389
2214,7523
2215,1546
2216,1838
2217,3248
2218,2717
2219,3948
2220,2352
2221,1987
2222,708
2223,1814
2224,1918
2225,2088
2226,7297
2227,1093
2228,3373
2229,776
2230,1281
2231,1593
2232,10684
2233,1240
2234,2821
2235,11180
2236,6925
2237,1911
2238,630
2239,752
2240,10483
2241,1814
2242,5022
2243,6563
2244,3985
2245,6355
2246,2415
2247,803
2248,7244
2249,755
2250,2316
2251,4751
2252,4620
2253,8627
2254,8121
2255,608
2256,2656
2257,1656
2258,626
2259,526
2260,4317
2261,2867
2262,548
2263,709
2264,2722
2265,1788
2266,842
2267,4451
2268,5088
2269,9005
2270,1364
2271,873
2272,1079
2273,1331
2274,3398
2275,6808
2276,828
2277,3455
2278,907
2279,1966
2280,8703
2281,1324
2282,990
2283,684
2284,5815
2285,2691
2286,923
2287,2984
2288,1160
2289,9498
2290,834
2291,397
2292,10483
2293,1013
2294,931
2295,5676
2296,1101
2297,1117
2298,866
2299,703
2300,8698
2301,773
2302,957
2303,1949
2304,2283
2305,2707
2306,596
2307,1822
2308,9498
2309,3318
2310,5370
2311,1108
2312,8512
2313,3957
2314,2215
2315,1085
2316,10920
2317,2012
2318,2373
2319,12295
2320,5918
2321,6618
2322,5840
2323,887
2324,4303
2325,4312
2326,6666
2327,1031
2328,12121
2329,2174
2330,526
2331,4939
2332,574
2333,1657
2334,8733
2335,412
2336,9465
2337,966
2338,491
2339,10274
2340,1723
2341,2593
2342,5996
2343,789
2344,13632
2345,5226
2346,766
2347,1250
2348,2130
2349,3634
2350,1569
2351,734
2352,10145
2353,855
2354,3053
2355,2065
2356,1727
2357,2201
2358,854
2359,3001
2360,1694
2361,5292
2362,709
2363,808
2364,6209
2365,9768
2366,1229
2367,1083
2368,4053
2369,671
2370,4368
2371,936
2372,574
2373,720
2374,14648
2375,13500
2376,876
2377,2570
2378,3844
2379,2459
2380,789
2381,1076
2382,4788
2383,397
2384,992
2385,15649
2386,682
2387,2594
2388,1998
2389,5743
2390,2045
2391,612
2392,10013
2393,8663
2394,537
2395,2469
2396,605
2397,8228
2398,7487
2399,6275
2400,2297
2401,1013
2402,2841
2403,6899
2404,9581
2405,2698
2406,13096
2407,3219
2408,5014
2409,579
2410,1246
2411,4163
2412,12617
2413,3033
2414,2847
2415,5458
2416,4633
2417,5411
2418,1694
2419,579
2420,526
2421,828
2422,4844
2423,6681
2424,605
2425,2680
2426,9035
2427,3208
2428,926
2429,3989
2430,11061
2431,15238
2432,4521
2433,833
2434,2034
2435,8415
2436,1397
2437,2101
2438,4268
2439,2770
2440,5048
2441,17126
2442,1087
2443,3629
2444,641
2445,4327
2446,11062
2447,3607
2448,1812
2449,2278
2450,593
2451,434
2452,1079
2453,504
2454,5392
2455,2489
2456,602
2457,1015
2458,3140
2459,805
2460,6340
2461,3979
2462,2065
2463,570
2464,790
2465,2260
2466,2828
2467,9100
2468,4381
2469,3419
2470,3671
2471,5815
2472,5390
2473,579
2474,425
2475,1668
2476,11372
2477,15096
2478,1226
2479,1240
2480,1904
2481,990
2482,1591
2483,7963
2484,4455
2485,5914
2486,789
2487,10416
2488,4880
2489,1915
2490,4304
2491,16580
2492,2383
2493,6468
2494,1865
2495,1169
2496,570
2497,10225
2498,912
2499,767
2500,561
2501,2400
2502,6782
2503,795
2504,9513
2505,8405
2506,10342
2507,6494
2508,595
2509,14321
2510,827
2511,2735
2512,2502
2513,2050
2514,732
2515,2307
2516,1430
2517,4838
2518,461
2519,511
2520,2143
2521,1080
2522,7079
2523,4295
2524,2329
2525,3900
2526,11416
2527,1656
2528,4407
2529,2131
2530,1703
2531,2650
2532,942
2533,566
2534,11746
2535,3210
2536,4512
2537,1107
2538,3363
2539,552
2540,2142
2541,5850
2542,6477
2543,4284
2544,697
2545,2330
2546,13919
2547,3840
2548,1724
2549,5146
2550,658
2551,7145
2552,605
2553,657
2554,4592
2555,4172
2556,684
2557,1048
2558,6900
2559,9032
2560,9664
2561,3668
2562,5723
2563,7667
2564,4034
2565,3084
2566,8789
2567,561
2568,2161
2569,1638
2570,2887
2571,706
2572,1599
2573,16570
2574,6720
2575,1068
2576,872
2577,2351
2578,432
2579,1605
2580,11537
2581,1743
2582,2803
2583,448
2584,550
2585,7418
2586,1721
2587,5516
2588,825
2589,3644
2590,1438
2591,2268
2592,4328
2593,3334
2594,525
2595,6470
2596,8889
2597,1013
2598,1013
2599,1722
2600,9936
2601,3219
2602,706
2603,2679
2604,6565
2605,9344
2606,1909
2607,2872
2608,706
2609,3007
2610,3324
2611,982
